text,song
That's the only one part of being alive all right all right,Fun It
Groove on out groove on up OK,Fun It
"Do your thing, do your thing your way",Fun It
"Get your kicks, get you tricks with me",Fun It
"Get up and dance honey, fun's for free",Fun It
"Hey everybody, everybody, gonna have a good time tonight",Fun It
Just shaking the soles of your feet,Fun It
Everybody gonna have a good time tonight time tonight time tonight,Fun It
That's the only soul you'll ever meet,Fun It
"Don't shun it, fun it",Fun It
"Don't shun it, fun it",Fun It
"Don't shun it, fun it",Fun It
Flash - ah - Saviour of the universe,Flash
Flash - ah - He'll save ev'ry one of us,Flash
#NAME?,Flash
#NAME?,Flash
- What's happening Flash ?,Flash
#NAME?,Flash
#NAME?,Flash
Flash - ah - he's a miracle,Flash
- This morning's unprecedented solar eclipse,Flash
#NAME?,Flash
Flash - ah - king of the impossible,Flash
He's for ev'ry one of us,Flash
Stand for ev'ry one of us,Flash
He'll save with a mighty hand,Flash
Ev'ry man ev'ry woman ev'ry child,Flash
With a mighty flash,Flash
#NAME?,Flash
#NAME?,Flash
#NAME?,Flash
#NAME?,Flash
Flash - ah,Flash
- Gordon's alive!,Flash
Flash - ah - he'll save ev'ry one of us,Flash
Just a man with a man's courage,Flash
He knows nothing but a man,Flash
But he can never fail,Flash
No one but the pure in heart,Flash
May find the golden grail,Flash
Oh oh - oh oh,Flash
#NAME?,Flash
#NAME?,Flash
Flash,Flash
Open up your mind and let me step inside,Play The Game
Rest your weary head and let your heart decide,Play The Game
It's so easy when you know the rules,Play The Game
It's so easy all you have to do,Play The Game
"Is fall in love, play the game",Play The Game
Everybody play the game of love,Play The Game
When you're feeling down and your resistance is low,Play The Game
Light another cigarette and let yourself go,Play The Game
"This is your life, don't play hard to get",Play The Game
It's a free world,Play The Game
All you have to do is fall in love,Play The Game
"Play the game, everyone play the game of love",Play The Game
My game of love has just begun,Play The Game
Love runs from my head down to my toes,Play The Game
My love is pumping through my veins (play the game),Play The Game
"Driving me insane, Come, come, come, come",Play The Game
"Play the game, play the game, play the game, play the game",Play The Game
"Play the game, everybody play the game, of love",Play The Game
This is your life - don't play hard to get,Play The Game
It's a free free world all you have to do is fall in love,Play The Game
Play the game yeah play the game of love,Play The Game
Your life - don't play hard to get,Play The Game
It's a free free world all you have to do is fall in love,Play The Game
Play the game - everybody play the game...,Play The Game
"Call me if you need my love (my love, babe)",Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
She lives in a luxury,Call Me
Apartment in the heart of town,Call Me
I live in the country and,Call Me
My house is tumbling down (ooh ooh),Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
I met her in her neighbourhood,Call Me
I was just passing through,Call Me
"One look was all I took, yeah",Call Me
One look or two (ooh ooh),Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
Call me if you need my love,Call Me
"You got my name, you got my number",Call Me
"You got my number, you got my name",Call Me
"Yeah, yeah, yeah",Call Me
(Have mercy),Call Me
Now I'm gonna settle down,Call Me
Get myself a wife or two,Call Me
No more of this running around,Call Me
Like I used to do,Call Me
"Call me if you need my love, babe",Call Me
Call me if you need my love,Call Me
"Call me if you need my love (oh, babe)",Call Me
Call me if you need my love,Call Me
"Call me if you need my love (oh, babe)",Call Me
Call me if you need my love,Call Me
"Call me if you need my love (oh, babe)",Call Me
Call me if you need my love,Call Me
I've paid my dues,We Are The Champions
Time after time.,We Are The Champions
I've done my sentence,We Are The Champions
But committed no crime.,We Are The Champions
And bad mistakes‒,We Are The Champions
I've made a few.,We Are The Champions
I've had my share of sand kicked in my face,We Are The Champions
But I've come through.,We Are The Champions
"And I need to go on and on, and on, and on.",We Are The Champions
"We are the champions, my friends.",We Are The Champions
And we'll keep on fighting 'til the end.,We Are The Champions
We are the champions.,We Are The Champions
We are the champions.,We Are The Champions
No time for losers,We Are The Champions
'Cause we are the champions of the world.,We Are The Champions
"I've taken my bows,",We Are The Champions
And my curtain calls.,We Are The Champions
"You brought me fame and fortune, and everything that goes with it.",We Are The Champions
I thank you all.,We Are The Champions
"But it's been no bed of roses,",We Are The Champions
No pleasure cruise.,We Are The Champions
"I consider it a challenge before the whole human race,",We Are The Champions
And I ain't gonna lose.,We Are The Champions
"And I need just go on and on, and on, and on.",We Are The Champions
"We are the champions, my friends.",We Are The Champions
And we'll keep on fighting 'til the end.,We Are The Champions
We are the champions.,We Are The Champions
We are the champions.,We Are The Champions
No time for losers,We Are The Champions
'Cause we are the champions of the world.,We Are The Champions
"We are the champions, my friends,",We Are The Champions
And we'll keep on fighting 'til the end.,We Are The Champions
We are the champions.,We Are The Champions
We are the champions.,We Are The Champions
No time for losers,We Are The Champions
'Cause we are the champions.,We Are The Champions
"Don't lose your head, Don't lose your head",Don't Lose Your Head
Don't lose your head (Don't lose your head),Don't Lose Your Head
No don't lose you head (Don't lose you head),Don't Lose Your Head
"Hear what I say, Don't lose your way - yeah",Don't Lose Your Head
"Remember love's stronger, remember love walks tall",Don't Lose Your Head
Don't lose your heart (Don't lose your heart),Don't Lose Your Head
No don't lose your heart (Don't lose your heart),Don't Lose Your Head
(Hear what I say) Hear what I say - yeah,Don't Lose Your Head
(Don't lose your way) Don't lose your way - yeah,Don't Lose Your Head
"Remember love's stronger, remember love walks through walls",Don't Lose Your Head
"Don't drink and drive my car, Don't get breathalised",Don't Lose Your Head
Don't lose your head,Don't Lose Your Head
"If you make it to the top, and you wanna stay alive",Don't Lose Your Head
Don't lose your head,Don't Lose Your Head
Don't lose your head,Don't Lose Your Head
Don't lose your head (Don't lose your head),Don't Lose Your Head
No don't lose your head (Don't lose your head),Don't Lose Your Head
(Hear what I say) Hear what I say - yeah,Don't Lose Your Head
(Don't lose your way) Hey don't lose your way,Don't Lose Your Head
Remember love's stronger remember love conquers all,Don't Lose Your Head
"Don't lose your head, Don't lose your head",Don't Lose Your Head
"Don't lose your head, Don't lose your head",Don't Lose Your Head
"Don't lose your head, Don't lose your head",Don't Lose Your Head
(God works in mysterious ways ... mysterious ways),One Vision
"One man, one goal, one mission",One Vision
One heart one goal just one solution,One Vision
"One flash of light, yeah one God, one vision",One Vision
"One flesh, one bone, one true religion",One Vision
"One voice, one hope, one real decision",One Vision
"Wo, wo, wo, wo, gimme one vision",One Vision
"No wrong, no right",One Vision
I'm gonna tell you there's no black and no white,One Vision
"No blood, no stain",One Vision
All we need is one world wide vision,One Vision
"One flesh, one bone, one true religion",One Vision
"One race, one hope, one real decision",One Vision
"Wo, wo, wo, wo, oh yeah, oh yeah, oh yeah",One Vision
"I had a dream, When I was young",One Vision
A dream of sweet illusion,One Vision
A glimpse of hope and unity,One Vision
And visions of one sweet union,One Vision
But a cold wind blows and a dark rain falls,One Vision
And in my heart it shows,One Vision
Look what they've done to my dreams,One Vision
"So give me your hands, give me your hearts... I'm ready",One Vision
There's only one direction,One Vision
"One world, one nation, Yeah, one vision",One Vision
"No hate, no fight, just excitation",One Vision
"All through the night it's a celebration wo, wo, wo, wo yeah",One Vision
"One, one, one, one...",One Vision
"One flesh, one bone, one true religion",One Vision
"One voice, one hope, one real decision",One Vision
"Gimme one light, Gimme one hope",One Vision
Just gimme,One Vision
"One man, one man",One Vision
"One bar, one night",One Vision
"One day, hey, hey",One Vision
"Just, gimme, gimme, gimme, gimme",One Vision
Fried chicken,One Vision
"You might believe in heaven, I would not care to say",Long Away
"For every star in heaven, there's a sad soul here today",Long Away
"Wake up in the morning with a good face, stare at the moon all day",Long Away
"Lonely as a whisper on a star chase, does anyone care anyway?",Long Away
"For all the prayers in heaven, so much of life's this way",Long Away
Did we leave our way behind us? Such a long long way behind us,Long Away
Who knows when now who knows where Where the light of day will find us?,Long Away
Look for the day,Long Away
"Take heart my friend we love you, though it seems like you're alone",Long Away
"A million light's above you, smile down upon your home",Long Away
"Hurry put your troubles in a suitcase, come let the new child play",Long Away
"Lonely as a whisper on a star chase, I'm leaving here,I'm long away",Long Away
"For all the stars in heaven, I would not live I could not live this way",Long Away
Did we leave our way behind us? Such a long long way behind us,Long Away
Leave it for some hopeless lane,Long Away
"Such a long long way, such a long long way",Long Away
"Such a long long way, I'm looking for",Long Away
Still looking for that day,Long Away
Oh yeah,C-lebrity
"Ain't got no hope, got no idea",C-lebrity
